"","words","index"
"137","elastică","Lamina elastică, 112 externă, 207 a arterelor de calibru mediu (musculare), 211 internă, 206f, 207, 207f a arterelor de calibru mediu (musculare), 207f, 211, 211f, 218f a arterelor elastice mari, 208. 208f a arteriolelor şi arterelor mici. 211.
fenestrate, 112. vezi şi Lamina elastică plasmatice. vezi Plasmalemă structura, 22f, 23-25, 23f, 24f, 25f, 26f unitate, 23, 23f
elastică"
"138","elastică","Lamina elastică, 112 externă, 207 a arterelor de calibru mediu (musculare), 211 internă, 206f, 207, 207f a arterelor de calibru mediu (musculare), 207f, 211, 211f, 218f a arterelor elastice mari, 208. 208f a arteriolelor şi arterelor mici. 211.
fenestrate, 112. vezi şi Lamina elastică plasmatice. vezi Plasmalemă structura, 22f, 23-25, 23f, 24f, 25f, 26f unitate, 23, 23f
elastică"
"139","embrionar","Antigen carcinoembrionar (CEA), 315b, 315f identificarea imunocitochimică a, 16t, 18f
CEA vezi Antigen carcinoembrionar
în dezvoltarea embrionară şi în cancer, 115b
din membrana bazală glomerulară, 373 în dezvoltarea embrionară şi în cancer, 115b"
"140","celule endocrine","Celule endocrine, din tractul gastrointestinal"
"141","endocrine","Celule endocrine, din tractul gastrointestinal
(celule enteroendocrine), 294-295, 297f, 298f, 298t, 300, 306f, 308f tumori cu originea în, 295b
Celule enteroendocrine, 294-295, 297f, 298f, 298t. 300 tumori cu originea in, 295b
absorbţia lipidelor din, 299, 304f, 305f celulele endocrine din, 298f, 298t, 300, 306f, 308f, 309, 31 Of enterocitele din, 298-299, 301f, 302( mucoasa, 298-300, 300f, 306f straturile (de la lamina propria la seroasâ), 306f, 309, 310f vascularizaţia şi inervaţia, 309-311, 310f
celulele enteroendocrine ale, 295. 298t
celulele enteroendocrine şi, 294-295, 295b, 297f, 298f, 298t, 300 tumorile (apudoame) derivate din, 88b
celulele enteroendocrine ale, 294-295, 295, 297f, 298f
specifice apendice, 315 cancer al, 315b cavitatea orală, 282-287, 288f, 289f celulele enteroendocrine din, 294-295, 295b, 297f, 298f, 298t esofagul, 287-288, 290f intestinul gros, 311-313, 313f, 314f, 315f intestinul subţire, 298-311, 312f organele asociate cu. 317-339. vezi şi organele specifice tumori ale, 337b protecţia imunologică a, 300, 310f reînnoirea celulelor din, 313, 314f stomacul, 288-298. 291f, 299f structura, 281, 282f"
"142","endocrin","Celule endocrine, din tractul gastrointestinal
(celule enteroendocrine), 294-295, 297f, 298f, 298t, 300, 306f, 308f tumori cu originea în, 295b
Celule enteroendocrine, 294-295, 297f, 298f, 298t. 300 tumori cu originea in, 295b
absorbţia lipidelor din, 299, 304f, 305f celulele endocrine din, 298f, 298t, 300, 306f, 308f, 309, 31 Of enterocitele din, 298-299, 301f, 302( mucoasa, 298-300, 300f, 306f straturile (de la lamina propria la seroasâ), 306f, 309, 310f vascularizaţia şi inervaţia, 309-311, 310f
celulele enteroendocrine ale, 295. 298t
Semnal/efect endocrin, 27
Sistem neuroendocrin difuz, 83-88. 88b, 88f, 300 celulele enteroendocrine şi, 294-295, 295b, 297f, 298f, 298t, 300 tumorile (apudoame) derivate din, 88b
celulele enteroendocrine şi, 294-295, 295b, 297f, 298f, 298t, 300 tumorile (apudoame) derivate din, 88b
SNED vezi sistem neuroendocrin difuz
celulele enteroendocrine ale, 294-295, 295, 297f, 298f
specifice apendice, 315 cancer al, 315b cavitatea orală, 282-287, 288f, 289f celulele enteroendocrine din, 294-295, 295b, 297f, 298f, 298t esofagul, 287-288, 290f intestinul gros, 311-313, 313f, 314f, 315f intestinul subţire, 298-311, 312f organele asociate cu. 317-339. vezi şi organele specifice tumori ale, 337b protecţia imunologică a, 300, 310f reînnoirea celulelor din, 313, 314f stomacul, 288-298. 291f, 299f structura, 281, 282f"
"143","endocitoză","Endocitoză, 25 mediată de receptori, 26-27, 27f reciclarea membranară prin, 27, 28f, 158f, 159
Reciclare membranară. în endocitoză, 27, 28f. 158f, 159"
"144","endometrial","a vezicii urinare şi a căilor urinare, 389 a tractului digestiv, 281, 282f intestinul gros, 311 intestinul subţire. 306f, 309, 310 stomacul, 290, 291 f, 292 bronşicâ, 345 bronşiolarâ, 349 endometrialâ, 444-446 vaginalâ, 451
Zona bazală, endometrialâ, 446
Zonă funcţională, endometrialâ, 446"
"145","endoplasmic ","ale complexului Golgi, 36 ale reticulului endoplasmic neted, 33f, 34 ale reticulului endoplasmic rugos, 32f, 33, 33f, 34f perinucleare, 51, 52f terminale, în musculatura scheletică, 191
ale complexului Golgi, 36 ale reticulului endoplasmic neted, 33f, 34 ale reticulului endoplasmic rugos, 32f, 33, 33f, 34f perinucleare, 51, 52f terminale, în musculatura scheletică, 191
carcinom al, 407b disfuncţie a, 407b fetală (timpurie), 405 hormonii secretaţi de. 400, 404-405, 404f controlul, 405, 405f efectele renale ale, 388, 389b reticulul endoplasmic neted în, 35
aportul sanguin, 325f, 327f, 328 boli ale, 326b, 329-330b, 335-336b, 335t ciroză, 326b, 336b, 336f funcţiile, 317, 323, 329-330b, 332-335, 334f, 335f regenerarea, 335-336b reticulul endoplasmic neted în, 35 stocarea glicogenului în, 49f, 339, 331f, 333, 334f stroma, 324 tumorile, 337b
membranare, 22f, 23, 24f reticulul endoplasmic neted şi sinteza/transportul de, 35, 35f
Glucozo-6-fosfatazâ. in reticulul endoplasmic neted. 35
efectele asupra ţesutului osos, 148b identificarea imunocitochimică a, 16t reglarea activităţii osteoclastelor de către, 136 reticulul endoplasmic neted şi metabolismul, 35 sistemul hipotalamo-hipofizar, 393, 394f, 398f tumorile hipofizare care secretă, 399
şi reticulul endoplasmic rugos, 33, 34f
sinteza hepatică de, 323, 332, 334f sinteza de complexul Golgi şi, 25, 26f, 35, 36, 37f hepatică, 332, 334f in reticulul endoplasmic rugos, 25, 26f, 33-34, 34f, 35f la nivelul poliribozomilor, 31, 33f, 34, 34f, 35f mitocondrială, 30 nucleolii şi, 56b spermatice specifice, 427b transmembranare, 23, 24, 24f, 25f
REN vezi Reticul endoplasmic neted
RER. vezi Reticul endoplasmic rugos
Reticul endoplasmic neted (REN), 33f, 3435, 35f
Reticul endoplasmic rugos (RER), 32f, 3334. 33f, 34t, 35f al hepatocitelor, 35, 329, 331f, 334f sinteza proteinelor la nivelul, 25, 26f, 33-34, 34f, 35f
în reticulul endoplasmic rugos. 33. 34f mitocondriali, 30
celulele care secretă, 88-89, 89f reticulul endoplasmic neted al, 35"
"146","endozom","Compartiment endozomal, 26
Endozomi, 26-27, 27f, 28f primari, 26, 27f secundari, 26, 27f"
"147","endotelial","Celule endoteliale/endoteliu, 75. 75f capilar, 212, 215f alveolar, 350. 352f, 353, 353f corneean, 457 originea, 92f vascular, 205, 206, 206f, 207f bolile asociate cu. 206b
celulele endoteliale şi sinteza de. 206
Lipolizâ, celulele endoteliale şi. 206
ale celulelor endoteliale capilare, 213, 215f, 217f din celulele alveolare de tip I (pavimentoase), 353 din celulele tubilor contorţi proximali, 375-376 din fibrele musculare netede, 198, 203f"
"148","endoteliu","anomaliile endoteliului vascular şi, 206b primară, 237 secundară, 237
afectarea endoteliului vascular în, bolile
Celule endoteliale/endoteliu, 75. 75f capilar, 212, 215f alveolar, 350. 352f, 353, 353f corneean, 457 originea, 92f vascular, 205, 206, 206f, 207f bolile asociate cu. 206b
leziunile endoteliului vascular şi, 206b plachetele şi, 236-237 tulburări ale, în hemofilie, 237b
Endoteliu capilar, 212, 215f alveolar, 350, 352f. 353, 353f
a endoteliului vascular. 206 aplicaţii medicale. 60b. 240b fibroblaştii şi sinteza de. 91
coagularea bolile endoteliului vascular şi, 206b plachetele şi, 236-237 tulburări ale, în hemofilie, 237b componentele, 223. vezi şi Celule sanguine distribuţia limfocitelor în, 228t, 258t funcţia de transport a, 223, 224f plasma, 223
VEGF (factori de creştere a endoteliului vascular), 206
Venule cu endoteliu înalt, şi recircularea limfocitelor, 274, 274f
acrozomale, 423f, 424 de apoptoză, 64, 65b de pinocitoză, 26, 27f, 82 în celulele endoteliului capilar, 213, 215f, 217f de transport (complex Golgi), 36, 36f, 37f matriceale, 284 optice, 463 secretorii, 42, 47. vezi şi Granule de secreţie seminale, 418f, 429, 431f sinaptice, 158f, 159, 160f tapetate, 26, 27f, 28f"
"149","endoteliu","anomaliile endoteliului vascular şi, 206b primară, 237 secundară, 237
afectarea endoteliului vascular în, bolile
Celule endoteliale/endoteliu, 75. 75f capilar, 212, 215f alveolar, 350. 352f, 353, 353f corneean, 457 originea, 92f vascular, 205, 206, 206f, 207f bolile asociate cu. 206b
leziunile endoteliului vascular şi, 206b plachetele şi, 236-237 tulburări ale, în hemofilie, 237b
Endoteliu capilar, 212, 215f alveolar, 350, 352f. 353, 353f
a endoteliului vascular. 206 aplicaţii medicale. 60b. 240b fibroblaştii şi sinteza de. 91
coagularea bolile endoteliului vascular şi, 206b plachetele şi, 236-237 tulburări ale, în hemofilie, 237b componentele, 223. vezi şi Celule sanguine distribuţia limfocitelor în, 228t, 258t funcţia de transport a, 223, 224f plasma, 223
VEGF (factori de creştere a endoteliului vascular), 206
Venule cu endoteliu înalt, şi recircularea limfocitelor, 274, 274f
acrozomale, 423f, 424 de apoptoză, 64, 65b de pinocitoză, 26, 27f, 82 în celulele endoteliului capilar, 213, 215f, 217f de transport (complex Golgi), 36, 36f, 37f matriceale, 284 optice, 463 secretorii, 42, 47. vezi şi Granule de secreţie seminale, 418f, 429, 431f sinaptice, 158f, 159, 160f tapetate, 26, 27f, 28f"
"150","enteric","Plex nervos Auerbach (mienteric), 281, 282f, 310f, 311, 312f, 313f"
"151","enterocit","Enterocite din intestinul gros, 311, 313f, 314 din intestinul subţire, 298-299, 301f, 302f microvilii şi, 70, 72f, 298-299, 302f, 303f
absorbţia lipidelor din, 299, 304f, 305f celulele endocrine din, 298f, 298t, 300, 306f, 308f, 309, 31 Of enterocitele din, 298-299, 301f, 302( mucoasa, 298-300, 300f, 306f straturile (de la lamina propria la seroasâ), 306f, 309, 310f vascularizaţia şi inervaţia, 309-311, 310f"
"152","enzime","rS-endorfine, 161f. vezi şi Endorfine fi-globuline, 223 (i-oxidare, enzimele peroxizomale şi, 40 afecţiuni asociate cu, 40b fi-tubulinâ, 42, 43f, 46f
efectul enzimelor pancreatice asupra, 322
Enzime. vezi şi tipurile specifice localizarea, în celule şi ţesuturi, 10, 12f, 141
Enzime lizozomale, 36-38
boli care afectează, 144b, 148b efectele parathormonului asupra, 148, 416 eliberarea de enzime lizozomale din, 38b, 41f originea, 92f, 136
fi-oxidare. enzimele peroxizomale şi, 40 boli care afectează, 40b"
"153","eozinofile","factorul chemotactic pentru eozinofile
Celulă formatoare de colonii de eozinofile
vezi şi Steroizi efectele asupra eozinofilelor, 230b efectele renale ale, 388, 389b utilizarea terapeutică a, întreruperea tratamentului şi, 405b
eozinofile al anafilaxiei
eozinofile), 239f
Eozinofile, 35f, 224t, 226, 227f, 229-230, 230f, 231 f afecţiuni asociate cu anomalii ale, 229230b funcţiile, 93t, 224t granulele specifice din, 228t, 229. 230f, 231f numărul şi procentajul, 229t, 229 originea/diferenţierea/maturarea, 92f, 239f, 243f
Extemum (matnce), a granulelor eozinofilelor, 229
ale bazofilelor, 228t, 232, 232f, 233f ale eozinofilelor, 228t, 229, 230f, 231f ale neutrofilelor, 228, 228t. 229f, 230f
Eozinofile; Neutrofile originea/diferenţierea/maturarea (granulocitopoiezâ), 238, 239f, 243f, 245-247, 245f, 246f, 247f, 248f infecţiile bacteriene şi (deviere la stânga a formulei leucocitare), 247b metaplazia mieloidă şi, 277b
eozinofilelor, 229, 231f
capsulară (teritorială), 129, 129f, 130f extracelulară, 66, 66t. 91 a ţesutului cartilaginos, 128, 129, 129f. 130f a vaselor sanguine, boli care afectează, 207b interacţiunea celulelor cu, 115. 117f granule specifice ale eozinofilelor, 229 mitocondrialâ, 29. 30, 32f nucleară, 57 osoasă. 134, 134f, 136-137 sinteza de, 135 unghială, 370
Metamielocite eozinofile, 243f
bazofile, 239f, 243f, 247 eozinofile. 239f, 243f, 247, 248f neutrofile. 239f, 243f, 247, 247f, 248f
suprarenalieni, 400, 404-405, 404f. 405f anomalii ale metabolismului, 407b efectele renale ale, 388, 389b şi efectele asupra eozinofilelor, 230b"
"154","eozinofil","factorul chemotactic pentru eozinofile
Celulă formatoare de colonii de eozinofile
vezi şi Steroizi efectele asupra eozinofilelor, 230b efectele renale ale, 388, 389b utilizarea terapeutică a, întreruperea tratamentului şi, 405b
eozinofile al anafilaxiei
eozinofile), 239f
Eozinofile, 35f, 224t, 226, 227f, 229-230, 230f, 231 f afecţiuni asociate cu anomalii ale, 229230b funcţiile, 93t, 224t granulele specifice din, 228t, 229. 230f, 231f numărul şi procentajul, 229t, 229 originea/diferenţierea/maturarea, 92f, 239f, 243f
Eozinofilie, 229-230b
Extemum (matnce), a granulelor eozinofilelor, 229
ale bazofilelor, 228t, 232, 232f, 233f ale eozinofilelor, 228t, 229, 230f, 231f ale neutrofilelor, 228, 228t. 229f, 230f
Eozinofile; Neutrofile originea/diferenţierea/maturarea (granulocitopoiezâ), 238, 239f, 243f, 245-247, 245f, 246f, 247f, 248f infecţiile bacteriene şi (deviere la stânga a formulei leucocitare), 247b metaplazia mieloidă şi, 277b
eozinofilelor, 229, 231f
capsulară (teritorială), 129, 129f, 130f extracelulară, 66, 66t. 91 a ţesutului cartilaginos, 128, 129, 129f. 130f a vaselor sanguine, boli care afectează, 207b interacţiunea celulelor cu, 115. 117f granule specifice ale eozinofilelor, 229 mitocondrialâ, 29. 30, 32f nucleară, 57 osoasă. 134, 134f, 136-137 sinteza de, 135 unghială, 370
Metamielocite eozinofile, 243f
bazofile, 239f, 243f, 247 eozinofile. 239f, 243f, 247, 248f neutrofile. 239f, 243f, 247, 247f, 248f
suprarenalieni, 400, 404-405, 404f. 405f anomalii ale metabolismului, 407b efectele renale ale, 388, 389b şi efectele asupra eozinofilelor, 230b"
"155","epididim","Canal epididimar, 418f, 419f, 429
Epididim, 418f, 419, 429, 430f
ai canalului epididimar, 429 ai celulelor păroase (auditive), 471. 472, 474 funcţia vestibulară a, 473"
"156","epitelial","Celule epiteliale, 66-75 vezi şi tipurile specifice şi Ţesut epitelial formarea glandelor din, 79, 79f forme/caracteristici ale, 66-70 pinocitoza la nivelul, 82 reînnoirea, 81
specifice şi Ţesut epitelial formarea glandelor din, 79, 79f forme/caracteristici ale, 66-70 pinocitoza la nivelul, 82 reînnoirea, 81
Celule mioepiteliale, 77, 88, 88f ale glandelor salivare, 88, 88f, 317, 318f
Celule neuroepiteliale, 77
Corpusculi neuroepiteliali, în bronhiole, 346349
boli care afectează. 321b celulele mioepiteliale din. 88. 88f. 317, 318f celulele secretoare de mucus din, 83, 88f, 317, 318f, 319f, 320f funcţiile, 317 mici, 320
Gottheb. ligamentul epitelial al lui. 287
Ligament epitelial al lui Gottlieb, 287
depozite citoplasmatice de (picături lipidice), 23, 47, 48f în celulele epiteliale alveolare mamare. 453, 454f
celulari, 22, 51-65, 51f, 52f ai celulelor epiteliale, 66 picnotici, în apoptoză, 64, 64f neuronali, 165
Polaritate, a ţesuturilor epiteliale, 80-81, 84f
Suprafaţă liberă, a celulei epiteliale, 66 specializări ale, 70-75
Suprafeţe laterale, ale celulelor epiteliale, 66
elastice Ţesut epitelial, 66-90, 66t. vezi şi tipurile sau organele specifice şi Celule epiteliale controlul activităţii glandulare şi, 81 de acoperire, 73t, 74f, 75-77 descrierea, 80-89 formarea glandelor din, 79, 79f glandular, 75, 77-80, 79f, 80f, 81f inervaţia, 81 metaplazia, 81b polaritatea, 80-81, 84f reînnoirea, 81 tipuri de, 73t, 74f, 75-80
sau organele specifice şi Celule epiteliale controlul activităţii glandulare şi, 81 de acoperire, 73t, 74f, 75-77 descrierea, 80-89 formarea glandelor din, 79, 79f glandular, 75, 77-80, 79f, 80f, 81f inervaţia, 81 metaplazia, 81b polaritatea, 80-81, 84f reînnoirea, 81 tipuri de, 73t, 74f, 75-80
preparare, pentru examinare microscopică, 1-3, 2f distorsiuni şi artefacte cauzate de, 18 pentru microscopia electronică, 6-7 probleme legate de interpretarea secţiunilor, 18-20, 20f tipuri fundamentale de, 66, 66t. vezi şi Ţesut conjunctiv; Ţesut epitelial; Ţesut muscular; Ţesut nervos totalitatea, interpretarea unei secţiuni şi, 20"
"157","epiteliu","Activitate ciclică a epiteliului seminifer, 426
ale epiteliului olfactiv, 344, 344f ale epiteliului respirator, 78f, 341, 342f
ale epiteliului olfactiv, 344, 344f ale epiteliului respirator, 78f, 341, 342f
în epiteliul respirator, 78f. 340, 341f.
Celule cilindrice ciliate, în epiteliul respirator, 77, 78f, 340, 341f, 342f, 343f afectarea prin fumat a, 341b
Celule cu margine în perie, în epiteliul respirator, 340-341, 343f
epiteliul respirator. 78f, 341
ale epiteliului olfactiv, 344, 344f ale maculelor saculare şi utriculare, 471,4711 din tubii seminiferi (celule Sertoli), 419, 420f. 421f retiniene, 466
vezi şi Celule caliciforme; Celule mucoase aparatul Golgi al, 36f, 83, 85f, 86f, 87f în epiteliul mucoasei gastrice, 203, 290, 291f, 292, 292f, 293f
în epiteliul respirator, 340, 341f, 343f fumatul şi, 341b
ai celulei păroase, 471, 472 de la nivelul epiteliului respirator, 45f, 77, 78f, 340, 341f, 342f, 343f afectarea prin fumat a, 341b din trompele uterine, 443, 446f imobili (sindrom Kartagener), 44b, 50t, 340b, 425b transportul ovocitelor şi, 444
Epiteliu cubic, 66 stratificat, 73t unistratificat, 73t, 74f, 75. 76
Epiteliu cilindric. 66 ciliat din sistemul respirator, 77, 78f, 340, 341f, 342f, 343f efectele fumatului asupra. 341b pseudostratificat, 74f. 77, 78f stratificat, 73t, 77 unistratificat, 73t, 74f, 75, 76
Epiteliu de acoperire, 73t, 74f, 75-77 formarea glandelor din, 79, 79f
Epiteliu de tranziţie, 73t, 74f. 77. 77f al vezicii urinare şi căilor urinare, 77, 77f, 389-390, 389f, 390f
Epiteliu germinativ ovarian, 435, 436f, 438f seminifer, 419, 420f, 421f, 422f activitatea ciclică a, 426
Epiteliu glandular, 75. 77-80, 79f, 80f, 81 f
Epiteliu joncţional, gingival, 287
Epiteliu olfactiv, 341-344, 344f
Epiteliu pavimentos, 66 stratificat, 73t. 74f. 75-77, 77f cheratinizat, 73t, 75 la nivelul sistemului respirator, 341b necheratinizat, 73t, 75-77, 77f unistratificat, 73t, 74f, 75, 75f
Epiteliu pigmentar retinian, 457f, 458f, 463.
Epiteliu pseudostratificat. 73t, 74f. 77, 78f cilindric ciliat. 74f, 77, 78f
Epiteliu seminifer, 419, 420f, 421f, 422f activitatea ciclică a, 426
Epiteliu stratificat, 73t, 74f, 75, 75-77 cilindric, 73t, 77 cubic, 73t de tranziţie, 73t, 74f, 77, 77f pavimentos, 73t, 74f, 75-77, 77f cheratinizat, 73t, 75 la nivelul sistemului respirator, 341b necheratinizat, 73t, 75-77, 77f
Epiteliu subcapsular, al cristalinului. 462, 462f
Epiteliu unistratificat, 73t, 74f, 75, 75f cilindric, 73t, 74f, 75, 76f cubic, 73t, 74f, 75, 76f pavimentos, 731, 74f, 75, 75f
afectarea epiteliului respirator de, 81b, 341b, 359b emfizemul şi, 357b tumorile pulmonare şi, 359b
Bowman. în epiteliul olfactiv, 344, 344f controlul, 81 formarea, 79. 79f
Microgranulocite, în epiteliul respirator, 341
structurile specifice epiteliul, 77, 78f, 340-341, 341f, 342f, 343f condiţionarea aerului şi, 344 efectele fumatului asupra, 81b, 341b, 359b inervaţia, 358 mecanisme de protecţie a, 358-359b segmentul aerifer al, 340. 340f condiţionarea aerului la nivelul, 344 segmentul respirator al, 340, 340f vascularizaţia, 357-358, 358f vasele limfatice ale, 358. 358f
activitate ciclica a epiteliului seminifer"
