"","words","index"
"257","profază","Profază, 57, 58f, 59f, 60, 62f"
"258","prostatic","Antigen specific prostatic, 431b
Lichid prostatic, 431"
"259","proteine","Cristaline (proteine), 462
conjugarea/secreţia bilei şi,  332-333, 335f conjugarea/secreţia bilirubinei şi, 329330b, 333, 335f anomalii ale. 335f glicogenul/carbohidraţii în, 49f, 330, 31f, 333, 334f gluconeogeneza în, 333 heterogenitatea, 328, 330f leziuni ale, continue/repetate, ciroză cauzată de, 326b, 336b, 336f regenerarea ţesutului hepatic şi, 335, 335-336b şi sinteza/secreţia de proteine, 332, 334f
MAP (proteine asociate microtubulilor), 42
Proteine ale surfactantului, 354 asociate microtubulilor (MAP), 42 bazică majoră, 229 de ancorare, 34, 34f de transfer, transportul fosfolipidelor din"
"260","proteică","şi sinteza proteică. 31, 33f, 34, 34f, 35f"
"261","proteină","ABP. vezi Proteină de legare a hormonilor androgeni
Proteină A, in interacţiunile cu afinitate
Proteină bazică majoră, 229
Proteină de ancorare, 34, 34f
Proteină de legare a hormonilor androgeni
Proteină glialâ fibrilarâ acidă /filamente gliale, 45t, 47, 161 identificarea imunocitochimică a, 16t
Proteină J, 255
Proteină p53, 60"
"262","proteine","Cristaline (proteine), 462
conjugarea/secreţia bilei şi,  332-333, 335f conjugarea/secreţia bilirubinei şi, 329330b, 333, 335f anomalii ale. 335f glicogenul/carbohidraţii în, 49f, 330, 31f, 333, 334f gluconeogeneza în, 333 heterogenitatea, 328, 330f leziuni ale, continue/repetate, ciroză cauzată de, 326b, 336b, 336f regenerarea ţesutului hepatic şi, 335, 335-336b şi sinteza/secreţia de proteine, 332, 334f
MAP (proteine asociate microtubulilor), 42
Proteine ale surfactantului, 354 asociate microtubulilor (MAP), 42 bazică majoră, 229 de ancorare, 34, 34f de transfer, transportul fosfolipidelor din"
"263","proximal","Tub contort proximal, 83f. 373, 374f, 375376, 375f, 376f, 379f, 381f, 382f, 383f transportul transcelular la nivelul, 82, 83f"
"264","pseudostratificat","ciliat din sistemul respirator, 77, 78f, 340, 341f, 342f, 343f efectele fumatului asupra. 341b pseudostratificat, 74f. 77, 78f stratificat, 73t, 77 unistratificat, 73t, 74f, 75, 76
Epiteliu pseudostratificat. 73t, 74f. 77, 78f cilindric ciliat. 74f, 77, 78f"
"265","pulmonar","cutanat. 372b pulmonar, 359b
pulmonar, 358, 358f
Surfactant pulmonar, 354-357, 354f, 355f, 356f deficit de, 357b"
"266","pulpară","Cameră pulpară, 284"
"267","picnotic","citoscheletul, 23, 42-50 componentele citoplasmatice ale, 22-42 boli asociate cu anomalii ale, 50b, 50t comunicarea între, 27-28. vezi şi Joncţiuni celulare diferenţierea, 22, 23t ecologia, 22 eucariote. 22. 22f fracţionarea, 9, 11f. 12f interacţiunea cu matricea extracelulară a, 115. 117f joncţiunile între, 27, 68f, 69-70, 69f, 70f, 71f nucleul, 51-65, 51f, 52f picnotic, în apoptoză, 64, 64f procariote, 22 proliferarea, 62-63b"
"268","piloric","piloric. 298 uretral extern, 390"
"269","receptori","Clatrină, şi endocitoza mediată de receptori, 26, 27f, 28f
mediată de receptori, 26-27, 27f reciclarea membranară prin, 27, 28f, 158f, 159
receptori pentru, la nivel mastocitar, 97, 100f
Receptori, 24, 456 anormali, boli cauzate de, 28b
Receptori ai limfocitelor T, 258
Receptori matriceali (integrine), 23, 70, 91, 115, 117f
Receptori senzoriali, în tegument, 367-368, 368f
receptori intracelulari care mediază, 27, 28f, 29, 29f
TCR (receptori ai limfocitelor T), 258"
"270","reticulară","Lamina reticulară, 67, 67f
Lamina reticulară, dermicâ, 366
în zona reticulară a corticosuprarenalei, 402
Zonă reticulară, 400, 401f, 402. 403f hormonii secretaţi de, 404, 404f"
"271","regiune","Pars fibrosa (regiune fibroasă), 56, 57f
Pars granulosa (regiune granulară), 56, 57f
Regiune externă a globului ocular, 456. vezi şi Glob ocular
Regiune Fc (a imunoglobulinelor), 254, 255f
Regiune paracorticală, 271, 271f
Regiune variabila (a anticorpilor), 254"
"272","regulat","capacitatea de regenerare a, 91-93b celule ale, 91-102, 92f, 93t compartiment pentru neutrofile, 248 dens, 118f, 119, 120f, 121f din scheletul fibros cardiac, 217 fibrocartilajul asociat cu, 132 neregulat, 118f, 119, 119f regulat, 118f, 119, 120f, 121f deplasarea fluidului prin, 116-117, 118f din derm, 360, 361f, 366-367, 366f fibrele, 91, 102-113 lax, 118-119, 118f, 119f lichidul tisular din, 116 substanţa fundamentală a. 91, 112f. UŞII?, 113f"
"273","fantă","Fantă Schmidt-Lanterman, 174f
Fantă sinapticâ, 158f. 159. 194"
"274","rotundă","Fereastră rotundă, 470. 470f, 472. 474"
"275","salivară","pancreatică, 322 salivară, 318. 319f
secreţia gastrică de, 292 secreţia lacrimală de, 468 secreţia salivară de, 320"
"276","sarcolemă","a axonului (axolemă), 157 a celulelor musculare (sarcolemă), 182, 183f a eritrocitelor, 225 structura, 22f, 23-25, 23f, 24f, 25f, 26f
Sarcolemă, 182 a fibrelor musculare scheletice, 183f, 193f"
"277","sarcomer","Sarcomer, 186, 187f, 188f"
"278","sarcoplasmă","Mioglobină, în sarcoplasmă, 196, 196f
Sarcoplasmă, 182 a fibrelor musculare scheletice, 189, 196197, 196f"
"279","secretoare","Celule G (secretoare de gastrină), 295.
Celule mucoase, 83. vezi şi Celule secretoare de mucus aparatul Golgi al, 36f, 83, 85f. 86f, 87f glande salivare, 83, 88f, 317, 318f, 319f, 320f glande sublinguale, 317, 320, 321f glande submandibulare, 317, 318f, 319f, 320, 320f
gastrice (secretoare de zimogen), 292, 292f, 294, 294f
Celule secretoare de mucus, 83, 86f. 87f vezi şi Celule caliciforme; Celule mucoase aparatul Golgi al, 36f, 83, 85f, 86f, 87f
ampulare, 471, 472f funcţiile vestibulare ale, 472f, 473 mitocondriale, 29, 31f, 32f ale celulelor secretoare de steroizi, 88-89, 89f
boli care afectează. 321b celulele mioepiteliale din. 88. 88f. 317, 318f celulele secretoare de mucus din, 83, 88f, 317, 318f, 319f, 320f funcţiile, 317 mici, 320
celule secretoare de. 397t cononice umane vezi Gonadotropinâ cononicâ umană
în celulele secretoare de steroizi, 88-89.
din hepatocite, 33-35, 33f neted, 33f, 34-35, 35f din celulele secretoare de steroizi, 88, 89f rugos, 32f, 33-34, 33f, 34f, 35f sinteza proteinelor membranare în, 25. 26f, 33-34, 34f, 35f sarcoplasmic. vezi Reticul sarcoplasmic
distribuţia limfocitelor în, 258t funcţia secretoare a, 268 maturarea limfocitelor T în, 249, 257, 257f, 267-268, 267f, 268f, 269f vascularizaţia, 266-267"
"280","secretoare","Celule G (secretoare de gastrină), 295.
Celule mucoase, 83. vezi şi Celule secretoare de mucus aparatul Golgi al, 36f, 83, 85f. 86f, 87f glande salivare, 83, 88f, 317, 318f, 319f, 320f glande sublinguale, 317, 320, 321f glande submandibulare, 317, 318f, 319f, 320, 320f
gastrice (secretoare de zimogen), 292, 292f, 294, 294f
Celule secretoare de mucus, 83, 86f. 87f vezi şi Celule caliciforme; Celule mucoase aparatul Golgi al, 36f, 83, 85f, 86f, 87f
ampulare, 471, 472f funcţiile vestibulare ale, 472f, 473 mitocondriale, 29, 31f, 32f ale celulelor secretoare de steroizi, 88-89, 89f
boli care afectează. 321b celulele mioepiteliale din. 88. 88f. 317, 318f celulele secretoare de mucus din, 83, 88f, 317, 318f, 319f, 320f funcţiile, 317 mici, 320
celule secretoare de. 397t cononice umane vezi Gonadotropinâ cononicâ umană
în celulele secretoare de steroizi, 88-89.
din hepatocite, 33-35, 33f neted, 33f, 34-35, 35f din celulele secretoare de steroizi, 88, 89f rugos, 32f, 33-34, 33f, 34f, 35f sinteza proteinelor membranare în, 25. 26f, 33-34, 34f, 35f sarcoplasmic. vezi Reticul sarcoplasmic
distribuţia limfocitelor în, 258t funcţia secretoare a, 268 maturarea limfocitelor T în, 249, 257, 257f, 267-268, 267f, 268f, 269f vascularizaţia, 266-267"
"281","senzoriali","Receptori senzoriali, în tegument, 367-368, 368f
activitatea imunologică la nivelul, 366 culoarea, 363. vezi şi Melanocite efectele senescenţei asupra, 367b elasticitatea, 360 funcţiile, 360 glandele din, 370-372. 370f. 371f, 372f gros (glabru), 360-361, 360f. 363 pigmentarea boli care afectează, 366b melanocitele şi, 363-365, 364f, 366b receptorii senzoriali din, 367-368, 368f straturile, 360, 360f. vezi şi Derm; Epiderm subţire, 360-36, 361f, 363 tumori ale, 372b. vezi şi Cancer cutanat vascularizaţia, 367-368"
"282","seroasă","Seroasă, 281, 282f a intestinului subţire, 312f gastrică, 298 uterină, 444"
"283","sexuală","asociată nucleolului, 52f, 56, 57f sexuală, 55, 56f identificarea sexului genetic şi, 55b
anomalii ale, 56b culturile celulare şi tisulare folosite pentru studiul, 9b asocierea cu lamina fibroasă a, 51, 53f duplicarea, în mitoză, 57-58, 58f efectuarea cariotipului, 55, 56b, 56f sexuali, 55 cromatinâ sexuală în identificarea, 55b
Identificarea sexului genetic, cromatina sexuală şi, 55b
Pubertate precoce/maturizare sexuală precoce afectarea ţesutului osos de, 148b excesul de androgeni suprarenalieni şi, 407b"
"284","specializări","specializări ale, 70-75"
"285","spectrină","Spectrină. 225"
"286","spermă","Spermă, 418"
"287","spermatogeneză","Spermatogeneză. 419-422 activitate ciclica a epiteliului seminifer
imobili, 46f. 340b, 425b producţia de. vezi Spermatogeneză spermatogeneză şi formarea, 419-422 transportul 425
imobili, 46f. 340b, 425b producţia de. vezi Spermatogeneză spermatogeneză şi formarea, 419-422 transportul 425
în spermatogeneză, 428 criptorhidismul şi, 427b
absenţa coborârii, 427b celulele Sertoli ale, 419, 420f, 421f, 426-427, 426f dezvoltarea, 419 factori care influenţează funcţiile, 428 mediastinul, 418, 418f retetestis, 418f, 419, 428 spermatogeneză la nivelul, 419, 419422 spermiogeneza la nivelul, 419, 422-425, 423f tubii seminiferi ai, 419, 419f, 420f, 421f."
"288","spermiogeneză","în spermiogeneză, 423f. 425"
"289","spermă","Spermă, 418"
"290","spongios","al penisului, 418f, 433, 433f al uretrei (corp spongios), 390, 418f, 433, 433f
Ţesut osos reticulat (spongios), 137 ,139f, 142f. vezi şi Ţesut osos
corp cavernos al (corp spongios), 390, 418f, 433, 433f la sexul feminin, 390 la sexul masculin, 390, 429, 431, 432f"
"291","stigmă","Stigmă. 439"
"292","stratificat","stratificat, 73t unistratificat, 73t, 74f, 75. 76
ciliat din sistemul respirator, 77, 78f, 340, 341f, 342f, 343f efectele fumatului asupra. 341b pseudostratificat, 74f. 77, 78f stratificat, 73t, 77 unistratificat, 73t, 74f, 75, 76
stratificat, 73t. 74f. 75-77, 77f cheratinizat, 73t, 75 la nivelul sistemului respirator, 341b necheratinizat, 73t, 75-77, 77f unistratificat, 73t, 74f, 75, 75f
Epiteliu stratificat, 73t, 74f, 75, 75-77 cilindric, 73t, 77 cubic, 73t de tranziţie, 73t, 74f, 77, 77f pavimentos, 73t, 74f, 75-77, 77f cheratinizat, 73t, 75 la nivelul sistemului respirator, 341b necheratinizat, 73t, 75-77, 77f"
"293","strat","Strat bazai (strat germinativ), 360f, 361 melanină din, 365
Strat coriocapilar, 459, 466b
Strat cornos, 360f, 363
Strat de hidratare. 136
Strat fibros al capsulei articulare, 150
Strat granular. al cerebelului, 165, 166f
Strat granulos, al tegumentului, 360f, 361363
Strat granulos, folicular, 436, 439f, 442f
Strat leucocitar, 223
Strat lucidum, 360f, 363
Strat malpighian, 361
Strat molecular, al cerebelului, 165,166f
Strat papilar, dermic, 366-367
Strat parietal, al capsulei Bowman, 373, 375f, 376f
Strat plexiform (sinaptic) extern al retinei, 463, 464f, 465f
Strat plexiform intern al retinei, 463, 464f, 465f
Strat reticular, al dermului, 367
Strat spinos, 360f, 361, 362f, 363f melanină din, 365, 365f
Strat subendocardic, 217
Strat visceral, al capsulei Bowman, 373, 376f"
"294","subcutanat","Ţesut subcutanat, 360, 367"
"295","subendocardic","Strat subendocardic, 217"
"296","subendocardic","Strat subendocardic, 217"
"297","dependentă","ATP-ază Na+/K+ dependentă (pompă de sodiu) şi transportul activ, 81-82
Pompă de sodiu (ATPază Na+/K+ dependentă), şi transportul activ, 81-82"
"298","sublobulară","Venă sublobulară, 325f, 328"
"299","submucos","Plex nervos Meissner (submucos), 281, 282f. 310f. 311"
"300","superficială","Reţea superficială, vasele limfatice de la nivelul, 358
Tensiune superficială, şi rolul surfactantului"
"301","suprarenală","Venă suprarenală, 400, 401f"
"302","surfactant","Dipalmitoil fosfatidilcolină, în surfactant, 354
Fosfatidilglicerol, în surfactant, 354
disfuncţia respiratorie la, deficitul de surfactant şi, 357b icterul la (hiperbilirubinemie neonatală), 330b măduva hematogenă la, 240
surfactant şi, 375b
Surfactant pulmonar, 354-357, 354f, 355f, 356f deficit de, 357b"
"303","sinapse","Comunicare/semnalizare sinapticâ, 27, 158160. vezi şi Sinapse
Sinapse,  27, 154f, 155. 156f, 158-160.
Sinapse chimice, 159. vezi şi Sinapse evenimente în timpul transmiterii prin, 158f. 160, 161f
Sinapse electrice, 159 vezi şi Sinapse"
"304","sinaptică","sinaptică, 158f, 160
şi transmiterea sinaptică. 158f, 160 fenestrate, 112. vezi şi Lamina elastică plasmatice. vezi Plasmalemă structura, 22f, 23-25, 23f, 24f, 25f, 26f unitate, 23, 23f
şi transmiterea sinaptică, 158f, 159, 160. vezi şi Neurotransmiţători"
"305","sinaptice","de transport (complex Golgi), 36, 36f, 37f matriceale, 284 optice, 463 secretorii, 42, 47. vezi şi Granule de secreţie seminale, 418f, 429, 431f sinaptice, 158f, 159, 160f tapetate, 26, 27f, 28f"
"306","sinaptic","Strat plexiform (sinaptic) extern al retinei, 463, 464f, 465f"
"307","sinaptic","Strat plexiform (sinaptic) extern al retinei, 463, 464f, 465f"
"308","sistem","Circulaţie limfatică. vezi Sistem vascular limfatic
nervos autonom, 179. vezi şi Sistem nervos parasimpatic
Creier, 153. 153f vezi şi Sistem nervos central
Imunitate (răspuns imun), 260-261, 261g, 262f, vezi şi Sistem imunitar adaptativă, 260 anticorpii şi, 254-255, 255f. 256f. 256t antigenele şi, 254 celulară, 254, 260, 261f, 262f complementul şi. 255, 256f complexul major de histocompatibilitate
Osteon (sistem haversian), 138, 138f, 139f, 140. 140f, 141f
Porţiunea toraco-lombară a sistemului nervos autonom, 179. vezi şi Sistem nervos simpatic
Sistem al fibrelor de colagen, 102. vezi şi
Sistem al fibrelor elastice, 102, 111-113. vezi şi tipurile specifice de fibre in sindromul Marfan, 113b tegumentar, 111f, 367, 367b. 367f, 368f
Sistem audioreceptor, 469-474. vezi şi Ureche
Sistem canalicular deschis, al plachetelor, 236, 236f
Sistem circulator, 205-222. vezi şi Vase sanguine; Inimă; Sistem vascular limfatic
sanguine; Inimă; Sistem vascular limfatic
Sistem de fosforilare a adenozin difosfatului
Sistem de transport al electronilor, 30, 32f
Sistem fagocitar mononuclear, 93-96, 97t. vezi şi Macrofage
Sistem fotoreceptor, 456-468. vezi şi Glob ocular
Sistem Haversian (osteon), 138, 138f, 139f, 140, 140f, 141f
Sistem hipotalamo-hipofizar, 392-393, 394f, 398f, 399t
Sistem imunitar, 254. vezi şi componentele specifice şi Imunitate afecţiuni ale, 260-261 b celule ale, 257-260 celule prezentatoare de antigen, 95b, 258, 260 limfocite, 257-258, 257f, 258t
Sistem intracardiac de conducere, 217-219, 219f, 220f
Sistem nervos, 153-181, 153f autonom, 174-179, 178f central, 153, 153f, 163-167 parasimpatic, 178f. 179 periferic, 153, 153f, 170-174 plasticitatea, 180 simpatic, 178-179, 178f tumori ale, 180b
Sistem nervos parasimpatic, 178f, 179 inervaţia cordului de către, 219
Sistem nervos simpatic, 178-179, 178f inervaţia cordului de către, 219 inervaţia ţesutului adipos de către, 124 inervaţia vaselor sanguine de către, 207
Sistem neuroendocrin difuz, 83-88. 88b, 88f, 300 celulele enteroendocrine şi, 294-295, 295b, 297f, 298f, 298t, 300 tumorile (apudoame) derivate din, 88b
Sistem port hipofizar. 392, 398f
Sistem reproductiv feminin, 435-455, 435f vezi şi structurile specifice citologia exfoliativâ în evaluarea, 452b glande mamare, 452-454, 452f, 453f.
Sistem reproductiv masculin, 418-434, 418f vezi şi structurile specifice căi spermatice excretoare, 418f, 419f, 429, 430f, 431f căi spermatice intratesticulare. 418f.
Sistem respirator, 340-359, 340f vezi şi structurile specifice epiteliul, 77, 78f, 340-341, 341f, 342f, 343f condiţionarea aerului şi, 344 efectele fumatului asupra, 81b, 341b, 359b inervaţia, 358 mecanisme de protecţie a, 358-359b segmentul aerifer al, 340. 340f condiţionarea aerului la nivelul, 344 segmentul respirator al, 340, 340f vascularizaţia, 357-358, 358f vasele limfatice ale, 358. 358f
Sistem tubular dens. 236
Sistem urinar, 373-391. vezi şi structurile specifice rinichi, 373-388, 374f vezică urinară şi căi urinare, 389-390.
Sistem vascular. vezi Vase sanguine; Sistem vascular limfatic
Sistem vascular limfatic, 205, 219-221, 221f, 271-272
Sistem vascular sanguin vezi Vase sanguine
Sisteme reproductive. vezi Sistem reproductiv feminin; Sistem reproductiv masculin
SNED vezi sistem neuroendocrin difuz"
"309","tegument","asociat fibrilelor, 103, 103r care formează fibrile, 103, 103t, 104f care formează reţele, 103t, 104 de ancorare, 103t, 104, 104f, 105f din cartilaj, 128, 128f, 129, 129f din pericondru, 129-130 din lamina bazalâ/membrana bazală, 67, 67f, 68f din matricea osoasă, 138 din membrana bazală glomerulară, 373374, 379f din tegument, 367 senescenţa şi, 367b din vasele sanguine/adventice, 206, 207 sinteza de, 104-107, 106f boli asociate cu. 107b, 107t tipuri de, 103, 103t
în tegument, 367, 367b
în tegument, 367f. 368f
ale zonulei. 459f, 460-461 în tegument, 367f, 368f
din tegument, 111f, 367, 367b. 367f.
în tegument, 367
in tegument, 366 in timus, 249, 257, 257f, 258t, 267-268, 267f mici. 232. 233, 234f numărul şi procentajul. 228t, 258t originea/diferenţierea/maturarea, 92f.
tumori cu originea în, 372b în tegument, 360, 363-365, 364f, 365f sinteza de melanină realizată de, 364-365, 365f tulburări ale. 366b
Receptori senzoriali, în tegument, 367-368, 368f
Tegument, 360-372 activitatea imunologică la nivelul, 366 culoarea, 363. vezi şi Melanocite efectele senescenţei asupra, 367b elasticitatea, 360 funcţiile, 360 glandele din, 370-372. 370f. 371f, 372f gros (glabru), 360-361, 360f. 363 pigmentarea boli care afectează, 366b melanocitele şi, 363-365, 364f, 366b receptorii senzoriali din, 367-368, 368f straturile, 360, 360f. vezi şi Derm; Epiderm subţire, 360-36, 361f, 363 tumori ale, 372b. vezi şi Cancer cutanat vascularizaţia, 367-368"
"310","terminală","Joncţiune neuromusculară (placă terminală motorie), 154f, 194, 194f
Reţea terminală, 69, 72f"
"311","teritorială","capsulară (teritorială), 129, 129f, 130f extracelulară, 66, 66t. 91 a ţesutului cartilaginos, 128, 129, 129f. 130f a vaselor sanguine, boli care afectează, 207b interacţiunea celulelor cu, 115. 117f granule specifice ale eozinofilelor, 229 mitocondrialâ, 29. 30, 32f nucleară, 57 osoasă. 134, 134f, 136-137 sinteza de, 135 unghială, 370"
"312","teacă","PALS. vezi Teacă limfoidă periarterială
Teacă a rădăcinii firului de păr externă, 369f, 370 internă, 369-370. 379f
Teacă centrală, 44, 46f
Teacă de mielină, 154f, 164f, 170, 171f, 175f celulele Schwann şi sinteza, 161, 170171, 170f, 171f
Teacă foliculară, 437, 441f
Teacă foliculară externă, 437. 437f, 441f, 442f
Teacă foliculară internă, 437, 437f, 441f, 442f
Teacă limfoidă periarterială (PALS). 274, 275, 275f, 276f"
"313","timic","Factor timic umoral, 268"
"314","trans","Faţă trans (de maturare) a complexului"
"315","transcelular","Transport transcelular, 82, 82f, 83f
transportul transcelular la nivelul, 82, 83f
colectori, 373, 374f, 381-384, 387f contorţi distali, 373, 374f, 375f, 377379, 381, 373f, 384f, 385f contopi proximali, 83f, 373, 374f, 375376, 375f, 376f, 379f, 381f, 382f, 383f transportul transcelular şi, 82. 83f, 376"
"316","de transfer","de transfer, în mitocondrii, 30 hibridizarea în studiul, 16-18 localizare, în celule şi ţesuturi, 10 mesager (ARNm)
ARNt (ARN de transfer), în mitocondrii, 30
ale surfactantului, 354 asociate microtubulilor (MAP), 42 bazică majoră, 229 de ancorare, 34, 34f de transfer, transportul fosfolipidelor din"
"317","de transport","Componentă secretorie (de transport), a
coagularea bolile endoteliului vascular şi, 206b plachetele şi, 236-237 tulburări ale, în hemofilie, 237b componentele, 223. vezi şi Celule sanguine distribuţia limfocitelor în, 228t, 258t funcţia de transport a, 223, 224f plasma, 223
Sistem de transport al electronilor, 30, 32f
de transport (complex Golgi), 36, 36f, 37f matriceale, 284 optice, 463 secretorii, 42, 47. vezi şi Granule de secreţie seminale, 418f, 429, 431f sinaptice, 158f, 159, 160f tapetate, 26, 27f, 28f"
"318","tropocolagen","Tropocolagen, 104, 104f, 105, 105f, 106f"
"319","tubular","Sistem tubular dens. 236"
"320","tubular","Sistem tubular dens. 236"
"321","tubulină","ci-MSH (hormon o melanocito-stimulator), 397, 397t (i-tubulină, 42, 43f, 46f"
"322","tubulară","Secreţie tubulară. la nivelul tubilor contorţi proximali, 376"
"323","unghial","Pat unghial, 370."
"324","unghial","Pat unghial, 370."
"325","unilocular","localizare, în celule şi ţesuturi, 13 membranare, 22f, 23, 24f stocarea, 33 hepatică, 333 în ţesutul adipos unilocular. 123124, 125f
multilocular (brun), 123, 125-127, 126f, 127f stocarea/mobilizarea lipidelor şi, 123124,  125f tumori ale, 127b unilocular (obişnuit/galben), 123, 123125,  124f. 125f, 126f
funcţiile, 126 histogeneza, 126-127 tumorile, 127b Ţesut adipos galben (obişnuit/unilocular), 123, 123-125, 124f, 125f, 126f histogeneza, 125, 126f tumorile, 127b"
"326","urinar","rolul sistemului nervos autonom în menţinerea, 174 rolul sistemului urinar în menţinerea, 373
Pol urinar, al corpusculului renal, 373, 375f
Sistem urinar, 373-391. vezi şi structurile specifice rinichi, 373-388, 374f vezică urinară şi căi urinare, 389-390.
Spaţiu urinar, al corpusculului renal, 373, 375f, 376f, 378f"
"327","teacă","PALS. vezi Teacă limfoidă periarterială
Teacă a rădăcinii firului de păr externă, 369f, 370 internă, 369-370. 379f
Teacă centrală, 44, 46f
Teacă de mielină, 154f, 164f, 170, 171f, 175f celulele Schwann şi sinteza, 161, 170171, 170f, 171f
Teacă foliculară, 437, 441f
Teacă foliculară externă, 437. 437f, 441f, 442f
Teacă foliculară internă, 437, 437f, 441f, 442f
Teacă limfoidă periarterială (PALS). 274, 275, 275f, 276f"
"328","vascular ","anomaliile endoteliului vascular şi, 206b primară, 237 secundară, 237
afectarea endoteliului vascular în, bolile
leziunile endoteliului vascular şi, 206b plachetele şi, 236-237 tulburări ale, în hemofilie, 237b
coagularea bolile endoteliului vascular şi, 206b plachetele şi, 236-237 tulburări ale, în hemofilie, 237b componentele, 223. vezi şi Celule sanguine distribuţia limfocitelor în, 228t, 258t funcţia de transport a, 223, 224f plasma, 223
sanguine; Inimă; Sistem vascular limfatic
Sistem vascular. vezi Vase sanguine; Sistem vascular limfatic
Sistem vascular limfatic, 205, 219-221, 221f, 271-272
Sistem vascular sanguin vezi Vase sanguine"
"329","ventricular","atrial, 198, 201f capacitatea de regenerare a. 202 ventricular. 198"
"330","vestibular","Aparat vestibular, al urechii interne, 472f, 473"
"331","acidofile","Celule acidofile
Componente tisulare acidofile, 2"
"332","acrozomală","Fază acrozomală, a spermiogenezei. 423f, 424-425, 424f
in trompa uterinâ, 435f, 443 reacţia acrozomală şi. 425
Reacţie acrozomală, 425
Veziculă acrozomală, 423f, 424"
"333","înaltă","înaltă, 14
Interacţiuni cu afinitate înaltă, metode de detecţie care utilizează, 13-18 compuşi utilizaţi pentru marcare în, 1314, 14f hibridizare, 16-18, 20f imunocitochimie, 14-15, 15f, 16f, 17f aplicaţii medicale ale, 15b, 16t, 18f, 19f
Lectine, în interacţiunile cu afinitate înaltă, 14
înaltă, 14, 19f"
"334","complex","Complex (aparat) Golgi, 35-36, 36f, 37f afecţiuni asociate cu anomalii ale, 50t
Complex al porului nuclear, 51-54, 53f, 54f
Complex calciu-calmodulină, 199
Complex major de histocompatibilitate
MHC vezi Complex major de histocompatibilitate
de transport (complex Golgi), 36, 36f, 37f matriceale, 284 optice, 463 secretorii, 42, 47. vezi şi Granule de secreţie seminale, 418f, 429, 431f sinaptice, 158f, 159, 160f tapetate, 26, 27f, 28f"
"335","epifizar","specifice al discurilor intervertebrale, 132-133, 150, 150f articular, 128-129, 143-144. 143f, 149150, 149f, 150f creşterea, 131 efectele obezităţii asupra, 150b bronşic. 345, 346f. 347 elastic, 128, 132, 132f epifizar (cartilaj de creştere), 129, 142f, 143f. 144, 144f, 147f fibrocartilaj, 128, 132, 133f
	Zonă de osificare, a cartilajului epifizar, 144, 144f
	Zonă de repaus, a cartilajului epifizar
Zonă proliferativă, a cartilajului epifizar, 144, 144f"
"336","corp","Corp gastric, 288, 291f. 292-295, 292f, 293f, 294f, 295f, 296f, 297f uterin, 444
Corp (limb), al unghiei, 370
Corp alb, 436f, 440, 445f
Corp bazai, 44, 71, 73f
Corp cavernos al penisului, 418f, 433, 433f al uretrei (corp spongios), 390, 418f, 433, 433f
al penisului, 418f, 433, 433f al uretrei (corp spongios), 390, 418f, 433, 433f
Corp celular, neuronal (pericarion), 154f, 155, 156-157, 157f
Corp ciliar, 456, 457f, 458f, 459-460. 459f
Corp galben, 435f, 436f, 439-440, 443f, 444f de sarcină, 440 menstrual, 440
Corp polar, primul, 439
Corp şi fund gastric. 288, 291f, 292-295, 292f, 293f, 294f, 295f, 296f, 297f
Corp vitros, 456, 457f, 458f, 462
Epifiză cerebrală (glandă/corp pineal), 417
Glandă/corp pineal (epifizâ). 417
corp galben menstrual. 440
Pericarion (corp celular), 154f, 155, 156157, 157f
Primul corp polar, 439
corp cavernos al (corp spongios), 390, 418f, 433, 433f la sexul feminin, 390 la sexul masculin, 390, 429, 431, 432f
ocular), 457-461, 457f, 458f. 459f, 460f, 461 f. vezi şi Coroidâ; Corp ciliar; Iris"
"337","spinocelular","Carcinom spinocelular cutanat. 372b pulmonar, 359b"
"338","pulmonar","cutanat. 372b pulmonar, 359b
pulmonar, 358, 358f
Surfactant pulmonar, 354-357, 354f, 355f, 356f deficit de, 357b"
"339","juvenil","Diabet zaharat de tip I (insulinodependent/juvenil), 411b"
"340","rugos","ale complexului Golgi, 36 ale reticulului endoplasmic neted, 33f, 34 ale reticulului endoplasmic rugos, 32f, 33, 33f, 34f perinucleare, 51, 52f terminale, în musculatura scheletică, 191
şi reticulul endoplasmic rugos, 33, 34f
sinteza hepatică de, 323, 332, 334f sinteza de complexul Golgi şi, 25, 26f, 35, 36, 37f hepatică, 332, 334f in reticulul endoplasmic rugos, 25, 26f, 33-34, 34f, 35f la nivelul poliribozomilor, 31, 33f, 34, 34f, 35f mitocondrială, 30 nucleolii şi, 56b spermatice specifice, 427b transmembranare, 23, 24, 24f, 25f
RER. vezi Reticul endoplasmic rugos
din hepatocite, 33-35, 33f neted, 33f, 34-35, 35f din celulele secretoare de steroizi, 88, 89f rugos, 32f, 33-34, 33f, 34f, 35f sinteza proteinelor membranare în, 25. 26f, 33-34, 34f, 35f sarcoplasmic. vezi Reticul sarcoplasmic
Reticul endoplasmic rugos (RER), 32f, 3334. 33f, 34t, 35f al hepatocitelor, 35, 329, 331f, 334f sinteza proteinelor la nivelul, 25, 26f, 33-34, 34f, 35f
în reticulul endoplasmic rugos. 33. 34f mitocondriali, 30"
