"","term_id","oTerms","referenceTerms","gtLaRoWords","referenceOk","oWords","matchWords","c..celulă....nucleu....citoplasmă....citosol....citosol....citosol...","c..............matrice....matrice....matrice............plasmatică...","c..............citoplasmatică....citoplasmatică....citoplasmatică...","c..................................membrană....membrană....membrană...","c..................................celulară....celulară....celulară...","c.............................................................","c..............................................................1","c..............................................................2","c..............................................................3","c..............................................................4","c..............................................................5","c..............................................................6"
"834",13701,"lamina limitans anterior","membrană Bowman","anterior","","anterior","Bowman","membrană","Bowman","","","","","","","","","",""
"835",13704,"lamina limitans posterior","membrană Descemet","placă","membrană","lamina","membrană","membrană","Descemet","","","","","","","","","",""
"836",13704,"lamina limitans posterior","membrană Descemet","cuprinde","descemet","limitans","Descemet","membrană","Descemet","","","","","","","","","",""
"837",13704,"lamina limitans posterior","membrană Descemet","mai târziu","","posterior","membrană","membrană","Descemet","","","","","","","","","",""
"838",13711,"choroidea","coroidă","coroid","coroidă","choroidea","coroidă","coroidă","","","","","","","","","","",""
"839",13713,"lamina suprachoroidea","lamina supracoroidală","placă","lamina","lamina","membrană","membrană","supracoroidală","","","","","","","","","",""
"840",13713,"lamina suprachoroidea","lamina supracoroidală","suprachoroidea","supracoroidală","suprachoroidea","supracoroidală","membrană","supracoroidală","","","","","","","","","",""
"841",13716,"lamina choroidocapillaris","strat coriocapilar","placă","strat","lamina","strat","strat","coriocapilar","","","","","","","","","",""
"842",13716,"lamina choroidocapillaris","strat coriocapilar","choroidocapillaris","coriocapilar","choroidocapillaris","coriocapilar","strat","coriocapilar","","","","","","","","","",""
"843",13717,"complexus basalis","membrană Bruch","complex","membrană","complexus","membrană","membrană","Bruch","","","","","","","","","",""
"844",13717,"complexus basalis","membrană Bruch","bazale","bruch","basalis","Bruch","membrană","Bruch","","","","","","","","","",""
"845",13723,"corpus ciliare","corp ciliar","corp","corp","corpus","corp","corp","ciliar","","","","","","","","","",""
"846",13723,"corpus ciliare","corp ciliar","împăcat;","ciliar","ciliare","ciliar","corp","ciliar","","","","","","","","","",""
"847",13726,"processus ciliaris","proces ciliar","proces","proces","processus","proces","proces","ciliar","","","","","","","","","",""
"848",13726,"processus ciliaris","proces ciliar","©","ciliar","ciliaris","ciliar","proces","ciliar","","","","","","","","","",""
"849",13728,"ora serrata","ora serrata","coastă","ora","ora","ora","ora","serrata","","","","","","","","","",""
"850",13728,"ora serrata","ora serrata","zimțat","serrata","serrata","serrata","ora","serrata","","","","","","","","","",""
"851",13730,"m. ciliaris","mușchi ciliar","m.","mușchi","m.","mușchi","mușchi","ciliar","","","","","","","","","",""
"852",13730,"m. ciliaris","mușchi ciliar","©","ciliar","ciliaris","ciliar","mușchi","ciliar","","","","","","","","","",""
"853",13736,"epithelium pigmentosum","epiteliu pigmentar","epiteliu","epiteliu","epithelium","epiteliu","epiteliu","pigmentar","","","","","","","","","",""
"854",13736,"epithelium pigmentosum","epiteliu pigmentar","pigmentat","pigmentar","pigmentosum","pigmentar","epiteliu","pigmentar","","","","","","","","","",""
"855",13738,"iris","iris","curcubeu","iris","iris","iris","iris","","","","","","","","","","",""
"856",13746,"melanocytus","melanocit","melanocite","melanocit","melanocytus","melanocit","melanocit","","","","","","","","","","",""
"857",13748,"m. sphincter pupillae","mușchi constrictor pupilar","m.","mușchi","m.","mușchi","mușchi","sfincter","pupilar","mușchi","constrictor","pupilar","","","","","",""
"858",13748,"m. sphincter pupillae","mușchi constrictor pupilar","sfincter","constrictor","sphincter","constrictor","mușchi","sfincter","pupilar","mușchi","constrictor","pupilar","","","","","",""
"859",13748,"m. sphincter pupillae","mușchi constrictor pupilar","corupt","pupilar","pupillae","pupilar","mușchi","sfincter","pupilar","mușchi","constrictor","pupilar","","","","","",""
"860",13750,"pigmentocytus","celulă pigmentară","pigmentocytus","celulă pigmentară","pigmentocytus","pigmentară","celulă","pigmentară","","","","","","","","","",""
"861",13751,"m. dilatator pupillae","dilatator pupilar","m.","","m.","mușchi","mușchi","dilatator","pupilar","","","","","","","","",""
"862",13751,"m. dilatator pupillae","dilatator pupilar","evoluțiile","dilatator","dilatator","dilatator","mușchi","dilatator","pupilar","","","","","","","","",""
"863",13751,"m. dilatator pupillae","dilatator pupilar","corupt","pupilar","pupillae","pupilar","mușchi","dilatator","pupilar","","","","","","","","",""
"864",13754,"retina","retină","retină","retină","retina","retină","retină","","","","","","","","","","",""
"865",13768,"stratum limitans externum","membrană limitantă externă","pat","membrană","stratum","externă","membrană","limitantă","externă","","","","","","","","",""
"866",13768,"stratum limitans externum","membrană limitantă externă","cuprinde","limitantă","limitans","limitantă","membrană","limitantă","externă","","","","","","","","",""
"867",13768,"stratum limitans externum","membrană limitantă externă","extern","externă","externum","externă","membrană","limitantă","externă","","","","","","","","",""
"868",13770,"stratum plexiforme externum","strat plexiform extern","pat","strat","stratum","strat","strat","plexiform","extern","","","","","","","","",""
"869",13770,"stratum plexiforme externum","strat plexiform extern","plexiforme","plexiform","plexiforme","plexiform","strat","plexiform","extern","","","","","","","","",""
"870",13770,"stratum plexiforme externum","strat plexiform extern","extern","extern","externum","extern","strat","plexiform","extern","","","","","","","","",""
"871",13772,"stratum plexiforme internum","strat plexiform intern","pat","strat","stratum","strat","strat","plexiform","intern","","","","","","","","",""
"872",13772,"stratum plexiforme internum","strat plexiform intern","plexiforme","plexiform","plexiforme","plexiform","strat","plexiform","intern","","","","","","","","",""
"873",13772,"stratum plexiforme internum","strat plexiform intern","intern","intern","internum","intern","strat","plexiform","intern","","","","","","","","",""
"874",13775,"stratum limitans internum","membrană limitantă internă","pat","membrană","stratum","internă","membrană","limitantă","internă","","","","","","","","",""
"875",13775,"stratum limitans internum","membrană limitantă internă","cuprinde","limitantă","limitans","limitantă","membrană","limitantă","internă","","","","","","","","",""
"876",13775,"stratum limitans internum","membrană limitantă internă","intern","internă","internum","internă","membrană","limitantă","internă","","","","","","","","",""
"877",13776,"macula lutea","maculă","punct","maculă","macula","maculă","maculă","","","","","","","","","","",""
"878",13776,"macula lutea","maculă","galben","","lutea","maculă","maculă","","","","","","","","","","",""
"879",13783,"neuron bacilliferum","celulă cu bastonaș","neuron","celulă","neuron","celulă","celulă","cu","bastonaș","","","","","","","","",""
"880",13783,"neuron bacilliferum","celulă cu bastonaș","bacilliferum","cu bastonaș","bacilliferum","cu","celulă","cu","bastonaș","","","","","","","","",""
"881",13799,"neuron coniferum","celulă cu conuri","neuron","celulă","neuron","celulă","celulă","cu","con","","","","","","","","",""
"882",13799,"neuron coniferum","celulă cu conuri","conifer","cu conuri","coniferum","cu","celulă","cu","con","","","","","","","","",""
"883",13833,"neuron amacrinum","celulă amacrină","neuron","celulă","neuron","celulă","celulă","amacrină","","","","","","","","","",""
"884",13833,"neuron amacrinum","celulă amacrină","amacrinum","amacrină","amacrinum","amacrină","celulă","amacrină","","","","","","","","","",""
"885",13853,"lens","cristalin","lentilă","cristalin","lens","cristalin","cristalin","","","","","","","","","","",""
"886",13869,"humor aquosus","umoare apoasă","umor","umoare","humor","umoare","umoare","apoasă","","","","","","","","","",""
"887",13869,"humor aquosus","umoare apoasă","apos","apoasă","aquosus","apoasă","umoare","apoasă","","","","","","","","","",""
"888",13870,"camera anterior","cameră anterioară","aparat foto","cameră","camera","cameră","cameră","anterioară","","","","","","","","","",""
"889",13870,"camera anterior","cameră anterioară","anterior","anterioară","anterior","anterioară","cameră","anterioară","","","","","","","","","",""
"890",13871,"camera posterior","cameră posterioară","aparat foto","cameră","camera","cameră","cameră","posterioară","","","","","","","","","",""
"891",13871,"camera posterior","cameră posterioară","mai târziu","posterioară","posterior","posterioară","cameră","posterioară","","","","","","","","","",""
"892",13872,"camera postrema","spațiu vitros","aparat foto","","camera","spațiu","spațiu","vitros","","","","","","","","","",""
"893",13872,"camera postrema","spațiu vitros","final","","postrema","spațiu","spațiu","vitros","","","","","","","","","",""
"894",13872,"camera vitrea","spațiu vitros","aparat foto","spațiu","camera","spațiu","spațiu","vitros","","","","","","","","","",""
"895",13872,"camera vitrea","spațiu vitros","sticlă","vitros","vitrea","vitros","spațiu","vitros","","","","","","","","","",""
"896",13880,"palpebrae","pleoape","pleoapă","pleoape","palpebrae","pleoape","pleoape","","","","","","","","","","",""
"897",13902,"auris","ureche","ureche","ureche","auris","ureche","ureche","","","","","","","","","","",""
"898",13904,"auris externa","ureche externă","ureche","ureche","auris","ureche","ureche","externă","","","","","","","","","",""
"899",13904,"auris externa","ureche externă","extern","externă","externa","externă","ureche","externă","","","","","","","","","",""
"900",13910,"auris media","ureche medie","ureche","ureche","auris","ureche","ureche","medie","","","","","","","","","",""
"901",13910,"auris media","ureche medie","mass-media","medie","media","medie","ureche","medie","","","","","","","","","",""
"902",13917,"membrana tympanica","timpan","filme","timpan","membrana","timpan","membrană","timpanică","timpan","","","","","","","","",""
"903",13917,"membrana tympanica","timpan","tympanica","","tympanica","timpan","membrană","timpanică","timpan","","","","","","","","",""
"904",13931,"epithelium pseudostratificatum","epiteliu pseudostratificat","epiteliu","epiteliu","epithelium","epiteliu","epiteliu","pseudostratificat","","","","","","","","","",""
"905",13931,"epithelium pseudostratificatum","epiteliu pseudostratificat","pseudostratificatum","pseudostratificat","pseudostratificatum","pseudostratificat","epiteliu","pseudostratificat","","","","","","","","","",""
"906",13934,"auris interna","ureche internă","ureche","ureche","auris","ureche","ureche","internă","","","","","","","","","",""
"907",13934,"auris interna","ureche internă","intern","internă","interna","internă","ureche","internă","","","","","","","","","",""
"908",13935,"labyrinthus osseus","labirint osos","labirint","labirint","labyrinthus","labirint","labirint","osos","","","","","","","","","",""
"909",13935,"labyrinthus osseus","labirint osos","schelet","osos","osseus","osos","labirint","osos","","","","","","","","","",""
"910",13939,"perilympha","perilimfă","perilympha","perilimfă","perilympha","perilimfă","perilimfă","","","","","","","","","","",""
"911",13941,"lamina spiralis cochleae","lamă osoasă spirală","placă","lamă","lamina","lamă","lamă","osoasă","spirală","","","","","","","","",""
"912",13941,"lamina spiralis cochleae","lamă osoasă spirală","spirală","spirală","spiralis","spirală","lamă","osoasă","spirală","","","","","","","","",""
"913",13941,"lamina spiralis cochleae","lamă osoasă spirală","melcii","osoasă","cochleae","osoasă","lamă","osoasă","spirală","","","","","","","","",""
"914",13942,"modiolus cochleae","modiol","modiolus","modiol","modiolus","modiol","modiol","columelă","","","","","","","","","",""
"915",13942,"modiolus cochleae","modiol","melcii","","cochleae","columelă","modiol","columelă","","","","","","","","","",""
"916",13944,"labyrinthus membranaceus","labirint membranos","labirint","labirint","labyrinthus","labirint","labirint","membranos","","","","","","","","","",""
"917",13944,"labyrinthus membranaceus","labirint membranos","pergament","membranos","membranaceus","membranos","labirint","membranos","","","","","","","","","",""
"918",13946,"endolympha","endolimfă","endolympha","endolimfă","endolympha","endolimfă","endolimfă","","","","","","","","","","",""
"919",13948,"vestibulocytus","celulă receptoare","vestibulocytus","celulă receptoare","vestibulocytus","celulă","celulă","păroasă","celulă","receptoare","","","","","","","",""
"920",13948,"cellula sensoria pilosa","celulă receptoare","celulă","celulă","cellula","celulă","celulă","păroasă","celulă","receptoare","","","","","","","",""
"921",13948,"cellula sensoria pilosa","celulă receptoare","senzorial","receptoare","sensoria","receptoare","celulă","păroasă","celulă","receptoare","","","","","","","",""
"922",13948,"cellula sensoria pilosa","celulă receptoare","tunica","","pilosa","celulă","celulă","păroasă","celulă","receptoare","","","","","","","",""
"923",13959,"macula sacculi","maculă a saculei","punct","maculă","macula","maculă","maculă","a","saculei","","","","","","","","",""
"924",13959,"macula sacculi","maculă a saculei","sac","a saculei","sacculi","maculă","maculă","a","saculei","","","","","","","","",""
"925",13960,"macula utriculi","maculă a utriculei","punct","maculă","macula","utriculei","maculă","a","utriculei","","","","","","","","",""
"926",13960,"macula utriculi","maculă a utriculei","sticle de piele","a utriculei","utriculi","utriculei","maculă","a","utriculei","","","","","","","","",""
"927",13966,"crista ampullaris","cristă ampulară","creastă","cristă","crista","creastă","creastă","ampulară","","","","","","","","","",""
"928",13966,"crista ampullaris","cristă ampulară","ampullaris","ampulară","ampullaris","ampulară","creastă","ampulară","","","","","","","","","",""
"929",13972,"saccus endolymphaticus","sac endolimfatic","sac","sac","saccus","sac","sac","endolimfatic","","","","","","","","","",""
"930",13972,"saccus endolymphaticus","sac endolimfatic","endolymphaticus","endolimfatic","endolymphaticus","endolimfatic","sac","endolimfatic","","","","","","","","","",""
"931",13995,"lamina basilaris","membrană bazilară","placă","membrană","lamina","membrană","membrană","bazilară","","","","","","","","","",""
"932",13995,"lamina basilaris","membrană bazilară","basilar","bazilară","basilaris","bazilară","membrană","bazilară","","","","","","","","","",""
"933",14004,"membrana tectoria","membrană tectoria","filme","membrană","membrana","membrană","membrană","tectoria","","","","","","","","","",""
"934",14004,"membrana tectoria","membrană tectoria","suprafete","tectoria","tectoria","tectoria","membrană","tectoria","","","","","","","","","",""
"935",14005,"membrana vestibularis","membrană vestibulară","filme","membrană","membrana","membrană","membrană","vestibulară","membrană","Reissner","","","","","","","",""
"936",14005,"membrana vestibularis","membrană vestibulară","vestibul","vestibulară","vestibularis","vestibulară","membrană","vestibulară","membrană","Reissner","","","","","","","",""
"937",14041,"cochleocytus externus","celulă păroasă externă","cochleocytus","celulă păroasă","cochleocytus","celulă","celulă","păroasă","externă","","","","","","","","",""
"938",14041,"cochleocytus externus","celulă păroasă externă","extern","externă","externus","externă","celulă","păroasă","externă","","","","","","","","",""
"939",14058,"gliocytus ganglionicus","celulă satelită","gliocytus","celulă","gliocytus","celulă","celulă","satelită","","","","","","","","","",""
"940",14058,"gliocytus ganglionicus","celulă satelită","ganglionicus","satelită","ganglionicus","satelită","celulă","satelită","","","","","","","","","",""
"941",14068,"epidermis","epiderm","epidermă","epiderm","epidermis","epiderm","epiderm","","","","","","","","","","",""
"942",14071,"stratum corneum","strat cornos","pat","strat","stratum","strat","strat","cornos","","","","","","","","","",""
"943",14071,"stratum corneum","strat cornos","excitat","cornos","corneum","cornos","strat","cornos","","","","","","","","","",""
"944",14072,"stratum lucidum","strat lucid","pat","strat","stratum","strat","strat","lucidum","","","","","","","","","",""
"945",14072,"stratum lucidum","strat lucid","lumina","lucid","lucidum","lucidum","strat","lucidum","","","","","","","","","",""
"946",14073,"stratum granulosum","strat granulos","pat","strat","stratum","strat","strat","granulos","","","","","","","","","",""
"947",14073,"stratum granulosum","strat granulos","granulozei","granulos","granulosum","granulos","strat","granulos","","","","","","","","","",""
"948",14074,"stratum spinosum","strat spinos","pat","strat","stratum","strat","strat","spinos","","","","","","","","","",""
"949",14074,"stratum spinosum","strat spinos","înțepător","spinos","spinosum","spinos","strat","spinos","","","","","","","","","",""
"950",14075,"stratum basale","strat germinativ","pat","strat","stratum","strat","strat","bazal","strat","germinativ","","","","","","","",""
"951",14075,"stratum basale","strat germinativ","bazale","germinativ","basale","bazal","strat","bazal","strat","germinativ","","","","","","","",""
"952",14078,"tonofibrilla","tonofibrilă","tonofibrilla","tonofibrilă","tonofibrilla","tonofibrilă","tonofibrilă","","","","","","","","","","",""
"953",14079,"tonofilamentum","tonofilament","tonofilamentum","tonofilament","tonofilamentum","tonofilament","tonofilament","","","","","","","","","","",""
"954",14080,"macula adhaerens","desmozom","punct","","macula","macula","macula","adherens","desmozom","","","","","","","","",""
"955",14080,"macula adhaerens","desmozom","aderare","","adhaerens","adherens","macula","adherens","desmozom","","","","","","","","",""
"956",14080,"desmosoma","desmozom","desmosoma","desmozom","desmosoma","desmozom","macula","adherens","desmozom","","","","","","","","",""
"957",14083,"granulum keratohyalini","granulă de keratohialin","granulă","granulă","granulum","granulă","granulă","de","cheratohialină","","","","","","","","",""
"958",14083,"granulum keratohyalini","granulă de keratohialin","keratohyalini","de keratohialin","keratohyalini","cheratohialină","granulă","de","cheratohialină","","","","","","","","",""
"959",14084,"filamentum keratini","filament de keratină","filament","filament","filamentum","filament","filament","de","cheratină","","","","","","","","",""
"960",14084,"filamentum keratini","filament de keratină","cheratină","de keratină","keratini","cheratină","filament","de","cheratină","","","","","","","","",""
"961",14090,"terminatio neuralis","terminație nervoasă","terminal","terminație","terminatio","terminație","terminație","nervoasă","","","","","","","","","",""
"962",14090,"terminatio neuralis","terminație nervoasă","neural","nervoasă","neuralis","nervoasă","terminație","nervoasă","","","","","","","","","",""
"963",14091,"melanocytus","melanocit","melanocite","melanocit","melanocytus","melanocit","melanocit","","","","","","","","","","",""
"964",14101,"dermis","derm","dermul","derm","dermis","derm","derm","","","","","","","","","","",""
"965",14101,"corium","derm","piele","","corium","derm","derm","","","","","","","","","","",""
"966",14102,"stratum papillare","derm papilar","pat","derm","stratum","strat","strat","papilar","","","","","","","","","",""
"967",14102,"stratum papillare","derm papilar","papillate","papilar","papillare","papilar","strat","papilar","","","","","","","","","",""
"968",14103,"papilla","papilă","biberon","papilă","papilla","papilă","papilă","","","","","","","","","","",""
"969",14104,"stratum reticulare","derm reticular","pat","derm","stratum","strat","strat","reticular","","","","","","","","","",""
"970",14104,"stratum reticulare","derm reticular","rețea","reticular","reticulare","reticular","strat","reticular","","","","","","","","","",""
"971",14123,"pilus","fir de păr","păr","fir de păr","pilus","fir","fir","de","păr","","","","","","","","",""
"972",14142,"bulbus pili","bulb pilos","bulb","bulb","bulbus","bulb","bulb","al","firului","de","păr","","","","","","",""
"973",14142,"bulbus pili","bulb pilos","păr","pilos","pili","al","bulb","al","firului","de","păr","","","","","","",""
"974",14143,"papilla dermalis pili","papilă dermală a foliculului pilos","biberon","papilă","papilla","papilă","papilă","dermică","","","","","","","","","",""
"975",14143,"papilla dermalis pili","papilă dermală a foliculului pilos","dermic","dermală","dermalis","dermică","papilă","dermică","","","","","","","","","",""
"976",14143,"papilla dermalis pili","papilă dermală a foliculului pilos","păr","a foliculului pilos","pili","papilă","papilă","dermică","","","","","","","","","",""
"977",14146,"melanocytus follicularis","melanocit","melanocite","melanocit","melanocytus","melanocit","melanocit","","","","","","","","","","",""
"978",14146,"melanocytus follicularis","melanocit","celulă","","follicularis","melanocit","melanocit","","","","","","","","","","",""
"979",14156,"folliculus pili","folicul pilos","înfășura","folicul","folliculus","folicul","folicul","pilos","","","","","","","","","",""
"980",14156,"folliculus pili","folicul pilos","păr","pilos","pili","pilos","folicul","pilos","","","","","","","","","",""
"981",14176,"unguis","unghie","cuie","unghie","unguis","unghie","unghie","","","","","","","","","","",""
"982",14183,"eponychium","cuticulă","eponychium","cuticulă","eponychium","cuticulă","cuticulă","eponichiu","","","","","","","","","",""
"983",14184,"lectulus","pat unghial","canapea","pat unghial","lectulus","pat","pat","unghial","","","","","","","","","",""
"984",14195,"matrix unguis","matrice unghială","matrice","matrice","matrix","matrice","matrice","unghială","","","","","","","","","",""
"985",14195,"matrix unguis","matrice unghială","cuie","unghială","unguis","unghială","matrice","unghială","","","","","","","","","",""
"986",14223,"sebum","sebum","sebum","sebum","sebum","sebum","sebum","","","","","","","","","","",""
"987",14229,"glandula mammaria","glandă mamară","glandă","glandă","glandula","glandă","glandă","mamară","","","","","","","","","",""
"988",14229,"glandula mammaria","glandă mamară","mammaria","mamară","mammaria","mamară","glandă","mamară","","","","","","","","","",""
"989",14230,"lobus mammae","lob","lob","lob","lobus","lob","lob","","","","","","","","","","",""
"990",14230,"lobus mammae","lob","sanii","","mammae","lob","lob","","","","","","","","","","",""
